timestamp,level,service,message,endpoint,method,status_code,response_time_ms,client_ip,component,action
2026-04-28T00:59:15.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,POST,200,114.89,210.127.223.16,db,login_attempt
2026-04-28T00:59:22.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,DELETE,200,131.59,7.225.2.82,web,data_fetch
2026-04-28T00:59:30.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,POST,200,60.97,41.113.31.55,web,login_attempt
2026-04-28T00:59:34.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,PUT,201,126.72,110.130.215.71,api,data_fetch
2026-04-28T00:59:37.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/data,/api/data,GET,200,23.32,115.133.13.92,web,page_visit
2026-04-28T00:59:35.988553+00:00,INFO,dummy-target-app,Opération réussie sur /about,/about,POST,200,82.4,122.2.50.185,db,page_visit
2026-04-28T00:59:47.988553+00:00,INFO,dummy-target-app,Opération réussie sur /about,/about,GET,200,24.37,149.196.72.142,auth,data_fetch
2026-04-28T00:59:46.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/settings,/api/settings,DELETE,200,18.17,200.37.236.147,api,data_fetch
2026-04-28T00:59:55.988553+00:00,INFO,dummy-target-app,Page d'accueil visitée avec succès,/,POST,200,54.11,64.244.197.218,api,page_visit
2026-04-28T01:00:05.988553+00:00,WARN,dummy-target-app,Accès non autorisé ou ressource introuvable: /api/login,/api/login,DELETE,404,383.24,214.197.179.90,db,page_visit
2026-04-28T01:00:00.988553+00:00,INFO,dummy-target-app,Opération réussie sur /about,/about,POST,201,99.39,200.253.115.186,web,page_visit
2026-04-28T01:00:05.988553+00:00,ERROR,dummy-target-app,Erreur interne lors de l'accès à /,/,GET,502,1702.72,227.207.31.11,auth,page_visit
2026-04-28T01:00:18.988553+00:00,ERROR,dummy-target-app,Erreur interne lors de l'accès à /api/login,/api/login,POST,500,2367.72,75.71.255.254,api,login_attempt
2026-04-28T01:00:24.988553+00:00,INFO,dummy-target-app,Opération réussie sur /about,/about,GET,200,68.94,115.60.99.104,db,setting_update
2026-04-28T01:00:22.988553+00:00,WARN,dummy-target-app,Accès non autorisé ou ressource introuvable: /api/data,/api/data,DELETE,404,700.2,174.114.59.227,web,login_attempt
2026-04-28T01:00:33.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/data,/api/data,GET,200,138.43,201.69.74.7,web,data_fetch
2026-04-28T01:00:35.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/settings,/api/settings,GET,201,95.66,1.79.175.123,web,login_attempt
2026-04-28T01:00:35.988553+00:00,ERROR,dummy-target-app,Erreur interne lors de l'accès à /api/login,/api/login,DELETE,502,1698.22,135.104.179.5,api,page_visit
2026-04-28T01:00:50.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/data,/api/data,PUT,201,110.18,92.103.151.221,api,data_fetch
2026-04-28T01:00:48.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/settings,/api/settings,DELETE,201,53.83,178.92.186.247,web,login_attempt
2026-04-28T01:00:58.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/settings,/api/settings,POST,200,25.51,145.65.24.2,auth,data_fetch
2026-04-28T01:01:04.988553+00:00,INFO,dummy-target-app,Page d'accueil visitée avec succès,/,GET,200,136.69,133.234.244.240,api,data_fetch
2026-04-28T01:01:10.988553+00:00,INFO,dummy-target-app,Page d'accueil visitée avec succès,/,GET,200,27.58,225.89.202.101,auth,login_attempt
2026-04-28T01:01:13.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,PUT,201,52.47,158.243.147.239,auth,data_fetch
2026-04-28T01:01:12.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,PUT,200,147.66,126.146.84.206,web,setting_update
2026-04-28T01:01:19.988553+00:00,INFO,dummy-target-app,Page d'accueil visitée avec succès,/,GET,201,51.06,32.219.55.95,db,setting_update
2026-04-28T01:01:26.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/data,/api/data,POST,200,138.95,212.86.61.130,web,data_fetch
2026-04-28T01:01:33.988553+00:00,ERROR,dummy-target-app,Erreur interne lors de l'accès à /api/settings,/api/settings,GET,503,1958.23,95.54.184.172,web,data_fetch
2026-04-28T01:01:34.988553+00:00,ERROR,dummy-target-app,Erreur interne lors de l'accès à /api/login,/api/login,DELETE,503,2291.13,27.107.254.242,auth,login_attempt
2026-04-28T01:01:39.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/settings,/api/settings,POST,200,65.52,243.236.85.28,auth,setting_update
2026-04-28T01:01:40.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/settings,/api/settings,DELETE,200,144.99,225.182.140.73,auth,setting_update
2026-04-28T01:01:46.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,DELETE,200,90.13,80.51.213.89,auth,setting_update
2026-04-28T01:01:59.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/settings,/api/settings,GET,200,41.75,97.82.222.68,auth,login_attempt
2026-04-28T01:01:55.988553+00:00,ERROR,dummy-target-app,Erreur interne lors de l'accès à /api/login,/api/login,POST,502,2329.56,19.95.5.55,db,data_fetch
2026-04-28T01:02:00.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/data,/api/data,PUT,201,74.94,193.217.7.102,web,login_attempt
2026-04-28T01:02:07.988553+00:00,WARN,dummy-target-app,Accès non autorisé ou ressource introuvable: /,/,POST,403,573.29,1.47.137.222,web,page_visit
2026-04-28T01:02:18.988553+00:00,WARN,dummy-target-app,Accès non autorisé ou ressource introuvable: /about,/about,GET,403,512.77,199.227.29.73,db,login_attempt
2026-04-28T01:02:23.988553+00:00,ERROR,dummy-target-app,Erreur interne lors de l'accès à /api/login,/api/login,PUT,503,1297.58,121.187.8.45,db,setting_update
2026-04-28T01:02:24.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,GET,200,12.7,89.176.96.47,web,data_fetch
2026-04-28T01:02:35.988553+00:00,INFO,dummy-target-app,Opération réussie sur /about,/about,POST,200,49.15,206.2.55.25,auth,login_attempt
2026-04-28T01:02:35.988553+00:00,WARN,dummy-target-app,Accès non autorisé ou ressource introuvable: /api/login,/api/login,DELETE,403,566.85,223.168.53.200,web,setting_update
2026-04-28T01:02:42.988553+00:00,WARN,dummy-target-app,Accès non autorisé ou ressource introuvable: /api/login,/api/login,PUT,403,347.94,196.166.130.20,auth,data_fetch
2026-04-28T01:02:49.988553+00:00,INFO,dummy-target-app,Opération réussie sur /about,/about,POST,200,111.88,82.192.179.46,web,login_attempt
2026-04-28T01:02:50.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/settings,/api/settings,POST,201,118.53,111.149.187.80,web,data_fetch
2026-04-28T01:03:00.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/settings,/api/settings,POST,200,122.6,178.4.243.61,auth,setting_update
2026-04-28T01:03:02.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/data,/api/data,DELETE,200,147.94,57.101.44.216,auth,setting_update
2026-04-28T01:03:04.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/data,/api/data,DELETE,201,73.05,80.96.229.24,db,page_visit
2026-04-28T01:03:11.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,DELETE,200,103.03,148.67.227.26,auth,setting_update
2026-04-28T01:03:11.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/data,/api/data,PUT,201,34.58,89.104.25.113,api,page_visit
2026-04-28T01:03:19.988553+00:00,ERROR,dummy-target-app,Erreur interne lors de l'accès à /api/data,/api/data,DELETE,502,1186.52,131.45.215.142,db,login_attempt
2026-04-28T01:03:25.988553+00:00,ERROR,dummy-target-app,Erreur interne lors de l'accès à /api/data,/api/data,DELETE,500,1098.4,40.137.133.24,api,setting_update
2026-04-28T01:03:35.988553+00:00,INFO,dummy-target-app,Page d'accueil visitée avec succès,/,POST,200,141.96,150.130.240.212,web,setting_update
2026-04-28T01:03:31.988553+00:00,ERROR,dummy-target-app,Erreur interne lors de l'accès à /api/login,/api/login,DELETE,502,1151.48,234.153.1.179,auth,setting_update
2026-04-28T01:03:41.988553+00:00,ERROR,dummy-target-app,Erreur interne lors de l'accès à /api/data,/api/data,GET,503,926.9,148.86.182.133,web,page_visit
2026-04-28T01:03:45.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/settings,/api/settings,POST,200,6.19,28.171.55.153,web,data_fetch
2026-04-28T01:03:47.988553+00:00,INFO,dummy-target-app,Page d'accueil visitée avec succès,/,POST,200,141.45,113.5.210.135,auth,data_fetch
2026-04-28T01:03:53.988553+00:00,INFO,dummy-target-app,Opération réussie sur /about,/about,POST,200,34.75,48.30.141.127,db,data_fetch
2026-04-28T01:04:01.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,DELETE,201,26.39,132.215.10.110,db,login_attempt
2026-04-28T01:04:07.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,POST,200,35.57,55.21.133.6,db,page_visit
2026-04-28T01:04:05.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/settings,/api/settings,GET,200,85.21,49.175.189.131,auth,login_attempt
2026-04-28T01:04:20.988553+00:00,ERROR,dummy-target-app,Erreur interne lors de l'accès à /api/login,/api/login,GET,503,1548.89,10.220.57.58,web,setting_update
2026-04-28T01:04:21.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/settings,/api/settings,POST,200,93.19,17.154.221.21,web,data_fetch
2026-04-28T01:04:22.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/data,/api/data,POST,200,147.82,122.118.134.129,api,setting_update
2026-04-28T01:04:25.988553+00:00,ERROR,dummy-target-app,Erreur interne lors de l'accès à /api/data,/api/data,DELETE,500,1602.3,65.200.71.61,db,data_fetch
2026-04-28T01:04:32.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,POST,201,105.86,186.138.26.232,db,data_fetch
2026-04-28T01:04:44.988553+00:00,ERROR,dummy-target-app,Erreur interne lors de l'accès à /,/,POST,503,2584.63,249.30.204.155,auth,setting_update
2026-04-28T01:04:43.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,PUT,200,109.36,93.72.159.11,api,login_attempt
2026-04-28T01:04:45.988553+00:00,ERROR,dummy-target-app,Erreur interne lors de l'accès à /api/settings,/api/settings,GET,503,2609.17,237.175.134.191,db,setting_update
2026-04-28T01:04:54.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/settings,/api/settings,DELETE,200,37.8,48.236.150.225,db,data_fetch
2026-04-28T01:04:56.988553+00:00,INFO,dummy-target-app,Page d'accueil visitée avec succès,/,POST,200,74.24,199.199.231.49,web,page_visit
2026-04-28T01:05:05.988553+00:00,INFO,dummy-target-app,Opération réussie sur /about,/about,POST,200,42.02,60.252.186.2,auth,setting_update
2026-04-28T01:05:10.988553+00:00,INFO,dummy-target-app,Page d'accueil visitée avec succès,/,GET,201,73.34,146.148.51.79,web,login_attempt
2026-04-28T01:05:17.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,PUT,201,37.66,31.173.39.56,auth,page_visit
2026-04-28T01:05:21.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/settings,/api/settings,POST,201,83.62,36.246.106.178,db,setting_update
2026-04-28T01:05:23.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,DELETE,201,143.27,112.102.20.207,auth,page_visit
2026-04-28T01:05:34.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/data,/api/data,POST,200,89.48,78.215.210.166,auth,login_attempt
2026-04-28T01:05:39.988553+00:00,INFO,dummy-target-app,Page d'accueil visitée avec succès,/,POST,200,136.11,180.208.182.19,api,data_fetch
2026-04-28T01:05:39.988553+00:00,INFO,dummy-target-app,Page d'accueil visitée avec succès,/,POST,201,119.32,252.72.30.32,db,page_visit
2026-04-28T01:05:43.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,PUT,201,6.17,61.75.148.184,web,login_attempt
2026-04-28T01:05:55.988553+00:00,ERROR,dummy-target-app,Erreur interne lors de l'accès à /about,/about,GET,502,2668.25,95.34.23.63,api,login_attempt
2026-04-28T01:05:53.988553+00:00,INFO,dummy-target-app,Page d'accueil visitée avec succès,/,GET,200,138.24,240.204.153.193,web,data_fetch
2026-04-28T01:06:00.988553+00:00,WARN,dummy-target-app,Accès non autorisé ou ressource introuvable: /api/settings,/api/settings,DELETE,403,220.44,177.238.12.185,db,setting_update
2026-04-28T01:06:04.988553+00:00,ERROR,dummy-target-app,Erreur interne lors de l'accès à /api/login,/api/login,GET,500,647.96,237.71.51.76,auth,data_fetch
2026-04-28T01:06:10.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,PUT,200,97.87,78.16.110.20,web,setting_update
2026-04-28T01:06:13.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,POST,200,105.33,172.161.98.10,db,setting_update
2026-04-28T01:06:16.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,GET,200,138.11,240.249.23.235,auth,page_visit
2026-04-28T01:06:21.988553+00:00,INFO,dummy-target-app,Page d'accueil visitée avec succès,/,POST,200,44.15,26.75.155.241,db,data_fetch
2026-04-28T01:06:28.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/data,/api/data,DELETE,200,84.02,107.24.227.38,api,login_attempt
2026-04-28T01:06:36.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,DELETE,200,29.68,199.65.173.86,auth,page_visit
2026-04-28T01:06:43.988553+00:00,WARN,dummy-target-app,Accès non autorisé ou ressource introuvable: /about,/about,GET,401,242.8,194.74.171.0,api,setting_update
2026-04-28T01:06:41.988553+00:00,WARN,dummy-target-app,Accès non autorisé ou ressource introuvable: /about,/about,POST,404,274.39,103.61.242.238,api,data_fetch
2026-04-28T01:06:52.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,DELETE,200,85.94,244.231.169.78,auth,page_visit
2026-04-28T01:06:59.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/data,/api/data,PUT,201,84.67,243.132.175.165,web,login_attempt
2026-04-28T01:06:56.988553+00:00,INFO,dummy-target-app,Opération réussie sur /about,/about,POST,200,64.42,31.179.231.68,web,data_fetch
2026-04-28T01:07:06.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,GET,200,139.75,82.193.141.166,db,page_visit
2026-04-28T01:07:14.988553+00:00,WARN,dummy-target-app,Accès non autorisé ou ressource introuvable: /api/login,/api/login,DELETE,401,264.0,131.64.42.138,db,data_fetch
2026-04-28T01:07:15.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,POST,200,56.95,253.95.114.141,api,data_fetch
2026-04-28T01:07:16.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/settings,/api/settings,GET,200,60.14,154.144.187.173,db,data_fetch
2026-04-28T01:07:21.988553+00:00,WARN,dummy-target-app,Accès non autorisé ou ressource introuvable: /api/settings,/api/settings,POST,400,522.11,229.164.197.149,api,page_visit
2026-04-28T01:07:33.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/settings,/api/settings,DELETE,200,21.13,30.85.11.178,db,page_visit
2026-04-28T01:07:32.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/data,/api/data,POST,201,81.94,78.248.245.225,db,setting_update
2026-04-28T01:07:35.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/data,/api/data,DELETE,201,50.05,23.205.212.78,auth,login_attempt
2026-04-28T01:07:45.988553+00:00,WARN,dummy-target-app,Accès non autorisé ou ressource introuvable: /about,/about,GET,400,187.71,160.175.125.69,db,login_attempt
2026-04-28T01:07:47.988553+00:00,ERROR,dummy-target-app,Erreur interne lors de l'accès à /api/data,/api/data,PUT,503,1142.65,179.81.254.253,db,login_attempt
2026-04-28T01:07:57.988553+00:00,ERROR,dummy-target-app,Erreur interne lors de l'accès à /api/settings,/api/settings,PUT,502,1317.36,107.168.112.26,db,setting_update
2026-04-28T01:08:05.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,DELETE,201,21.94,92.42.236.193,db,login_attempt
2026-04-28T01:08:07.988553+00:00,INFO,dummy-target-app,Page d'accueil visitée avec succès,/,GET,200,45.27,209.156.70.104,api,data_fetch
2026-04-28T01:08:06.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,PUT,200,45.98,75.33.194.187,auth,setting_update
2026-04-28T01:08:18.988553+00:00,INFO,dummy-target-app,Opération réussie sur /about,/about,GET,201,26.02,20.10.147.178,auth,page_visit
2026-04-28T01:08:18.988553+00:00,WARN,dummy-target-app,Accès non autorisé ou ressource introuvable: /api/settings,/api/settings,GET,404,747.79,13.67.107.59,auth,setting_update
2026-04-28T01:08:26.988553+00:00,INFO,dummy-target-app,Opération réussie sur /about,/about,POST,201,71.15,62.6.130.97,web,page_visit
2026-04-28T01:08:28.988553+00:00,WARN,dummy-target-app,Accès non autorisé ou ressource introuvable: /api/login,/api/login,PUT,400,126.04,127.136.190.202,db,page_visit
2026-04-28T01:08:37.988553+00:00,WARN,dummy-target-app,Accès non autorisé ou ressource introuvable: /,/,GET,401,445.34,29.199.39.180,auth,data_fetch
2026-04-28T01:08:39.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,POST,201,119.86,169.127.109.45,db,page_visit
2026-04-28T01:08:41.988553+00:00,ERROR,dummy-target-app,Erreur interne lors de l'accès à /api/settings,/api/settings,DELETE,503,1693.91,114.52.154.59,db,setting_update
2026-04-28T01:08:51.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/data,/api/data,DELETE,201,107.33,231.137.76.131,web,setting_update
2026-04-28T01:08:52.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,PUT,200,66.26,7.120.96.68,auth,data_fetch
2026-04-28T01:09:04.988553+00:00,INFO,dummy-target-app,Page d'accueil visitée avec succès,/,POST,200,101.77,123.251.161.45,db,data_fetch
2026-04-28T01:09:07.988553+00:00,WARN,dummy-target-app,Accès non autorisé ou ressource introuvable: /,/,GET,404,769.84,185.95.153.159,api,page_visit
2026-04-28T01:09:07.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,POST,200,50.88,229.226.101.190,api,login_attempt
2026-04-28T01:09:13.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/settings,/api/settings,GET,200,62.3,162.2.205.235,web,login_attempt
2026-04-28T01:09:20.988553+00:00,WARN,dummy-target-app,Accès non autorisé ou ressource introuvable: /about,/about,POST,401,303.17,50.51.75.38,auth,data_fetch
2026-04-28T01:09:22.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/settings,/api/settings,DELETE,201,24.66,231.163.99.17,db,page_visit
2026-04-28T01:09:26.988553+00:00,INFO,dummy-target-app,Page d'accueil visitée avec succès,/,GET,200,38.95,248.163.66.152,api,data_fetch
2026-04-28T01:09:30.988553+00:00,INFO,dummy-target-app,Opération réussie sur /about,/about,POST,201,44.29,23.251.97.81,web,setting_update
2026-04-28T01:09:36.988553+00:00,INFO,dummy-target-app,Page d'accueil visitée avec succès,/,GET,200,134.89,214.84.236.16,api,login_attempt
2026-04-28T01:09:45.988553+00:00,INFO,dummy-target-app,Opération réussie sur /about,/about,POST,200,45.34,237.100.24.168,api,setting_update
2026-04-28T01:09:53.988553+00:00,ERROR,dummy-target-app,Erreur interne lors de l'accès à /api/settings,/api/settings,PUT,502,629.74,20.11.184.131,db,login_attempt
2026-04-28T01:10:00.988553+00:00,WARN,dummy-target-app,Accès non autorisé ou ressource introuvable: /about,/about,POST,404,507.75,209.143.60.22,auth,data_fetch
2026-04-28T01:10:03.988553+00:00,INFO,dummy-target-app,Opération réussie sur /about,/about,GET,200,19.51,229.203.171.200,web,login_attempt
2026-04-28T01:10:02.988553+00:00,INFO,dummy-target-app,Page d'accueil visitée avec succès,/,GET,201,54.85,108.106.228.241,db,data_fetch
2026-04-28T01:10:06.988553+00:00,WARN,dummy-target-app,Accès non autorisé ou ressource introuvable: /,/,POST,404,741.16,108.161.58.55,api,page_visit
2026-04-28T01:10:16.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,GET,200,8.41,243.59.74.251,db,data_fetch
2026-04-28T01:10:15.988553+00:00,INFO,dummy-target-app,Page d'accueil visitée avec succès,/,GET,201,104.86,196.27.78.202,api,login_attempt
2026-04-28T01:10:20.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/settings,/api/settings,PUT,200,99.9,2.26.18.198,web,login_attempt
2026-04-28T01:10:27.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/data,/api/data,GET,200,29.7,232.34.63.127,auth,data_fetch
2026-04-28T01:10:31.988553+00:00,INFO,dummy-target-app,Opération réussie sur /about,/about,GET,201,106.36,254.100.199.233,auth,page_visit
2026-04-28T01:10:37.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,POST,201,32.08,198.0.241.29,auth,data_fetch
2026-04-28T01:10:46.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,POST,200,29.93,75.114.40.83,auth,login_attempt
2026-04-28T01:10:54.988553+00:00,INFO,dummy-target-app,Page d'accueil visitée avec succès,/,POST,200,51.04,36.247.113.220,auth,data_fetch
2026-04-28T01:10:52.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,GET,201,22.66,161.31.135.123,web,data_fetch
2026-04-28T01:11:01.988553+00:00,WARN,dummy-target-app,Accès non autorisé ou ressource introuvable: /api/data,/api/data,DELETE,401,255.29,208.82.246.18,web,login_attempt
2026-04-28T01:11:05.988553+00:00,WARN,dummy-target-app,Accès non autorisé ou ressource introuvable: /,/,GET,403,506.88,152.76.229.183,api,setting_update
2026-04-28T01:11:06.988553+00:00,INFO,dummy-target-app,Page d'accueil visitée avec succès,/,POST,200,15.47,203.25.184.252,auth,data_fetch
2026-04-28T01:11:17.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/settings,/api/settings,PUT,200,119.76,222.248.26.32,auth,page_visit
2026-04-28T01:11:24.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,GET,200,12.1,76.123.166.54,auth,data_fetch
2026-04-28T01:11:30.988553+00:00,WARN,dummy-target-app,Accès non autorisé ou ressource introuvable: /,/,POST,401,668.93,18.94.165.161,db,setting_update
2026-04-28T01:11:30.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/data,/api/data,DELETE,200,75.65,146.171.116.164,web,page_visit
2026-04-28T01:11:32.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,DELETE,201,49.04,195.4.25.62,db,page_visit
2026-04-28T01:11:36.988553+00:00,ERROR,dummy-target-app,Erreur interne lors de l'accès à /api/data,/api/data,PUT,503,1539.93,68.101.153.117,auth,login_attempt
2026-04-28T01:11:48.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,GET,200,114.21,204.20.153.98,db,login_attempt
2026-04-28T01:11:48.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/login,/api/login,POST,200,96.36,235.212.246.55,db,page_visit
2026-04-28T01:11:52.988553+00:00,INFO,dummy-target-app,Page d'accueil visitée avec succès,/,GET,200,9.07,104.47.163.181,auth,login_attempt
2026-04-28T01:12:00.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/data,/api/data,PUT,201,136.75,110.66.195.188,auth,page_visit
2026-04-28T01:12:02.988553+00:00,INFO,dummy-target-app,Opération réussie sur /api/data,/api/data,DELETE,200,82.09,121.138.28.198,api,page_visit
